userName,score,at,content
NooB SantuY,1,2024-07-31 17:12:05,"APK RUSAKKKK,,, GAJE BANGET MAU LOGIN SAMA VERIF DIPERSULIT"
Nganelljajarsokalima Jajarsokalima,3,2024-07-31 15:50:55,Lumayan
Restu Santana,1,2024-07-31 15:08:09,"Sistem verifikasi yang bodoh, niatnya biar keamanan tinggi tapi malah bikin penggunanya susah"
Ryuu,5,2024-07-31 14:29:09,Bagus
Slamet Ade Darmawan,1,2024-07-31 13:43:19,"Jelek banget, gua mau login. Dipersulit ga bisa bisa. Buat baru tambah dipersulit . Untuk pembuatan akun baru atau login mohon di permudah"
Cinta Fitri,5,2024-07-31 12:57:28,I love it because I can chat with my rp friends
Agus Setiawan,1,2024-07-31 12:56:59,APK TOLOL RIBET BANGET MAKE NYA ANJ
Aflan Rato,1,2024-07-31 12:25:46,gak bisa masuk
Ummu Ruqayya,5,2024-07-31 11:46:03,keren
Dayat Dayat,1,2024-07-31 11:43:11,Anjir discord gebak gua gak bisa login ke akun gua tolong untuk segera di perbaiki
Brian Fazza,3,2024-07-31 10:37:29,Kenapa saat mem verifikasi nomer WhatsApp respon nya lama??
Nayla Angela,4,2024-07-31 09:25:33,If you can have it in Indonesian
Palangkaraya Random,4,2024-07-31 09:04:09,This is -amazing👍😍👍🤩-
janijum Jumyati,4,2024-07-31 08:51:45,Ok
Imroatul Marhamah,4,2024-07-31 04:39:41,Wesss keren bgt
yoonrazx,4,2024-07-31 03:09:27,"BAGUSSSSSS BGT, TAPI TOLONG EMOT NYA DIPERKEREN 😭🤏🏻 GEN Z PENGGUNA EMOT BENGEK, EMOT NANGIS POKONYA PERBAIKIN"
Ibadu Rohman,4,2024-07-30 18:10:34,Tambahin bahasa indonesia min
Habibi Moch,5,2024-07-30 17:53:04,The best
KDM CRYPTO Channels,5,2024-07-30 14:22:49,Mantap
Muhamad Bilal Alzikri,2,2024-07-30 13:57:38,"Ada bug dibagian audio output, saya menggunakan bot Jockie tetapi suara yang dikeluarkan oleh bot music seperti suara yang keluar saat sedang menelpon. Saya risih dengan bug ini, sudah install ulang tapi tetap sama. Mohon beri masukan 🙏"
Ahmad fahri Oioi,1,2024-07-30 13:51:58,Ada bug aplikasi terburuk yang saya pernah pakai
Aril Ncp,1,2024-07-30 13:18:19,"Tolong untuk developer terhormat knp kalo join voice saat main game voice nya mati, tolong fix untuk developer karena itu sangat menggangu sekali terkadang saya harus join voice lagi 🙂😓"
Awan Gaming 78,5,2024-07-30 13:07:58,berikan saya free nitro lagi
melky ivan hattu,5,2024-07-30 12:35:51,baagguuss bet
Yu Yun,2,2024-07-30 12:28:20,Alasan tidak bisa login sedangkan sudh benar password dll sudh coba beberapa kali tetap saja semoga cepat di perbaiki🙏
Raymond Louis,5,2024-07-30 11:14:36,"ini sangat 🅑🅐🅖🅤🅢, untuk verifikasinya lebih untuk di mudahin untuk verifikasinya makasih"
Rizal Mantap,5,2024-07-30 10:27:37,Add Discord Lite PLS
The dream,5,2024-07-30 09:10:34,untuk keseluruhan udah bagus... biar lebih bagus lagi tambahin bahasa indonesia biar makin banyak penggunanya
irfan budiman,5,2024-07-30 07:11:17,ok bgt
Zacky Muhammad Putra Hairina,1,2024-07-30 07:03:39,Invalid terus tolol
Rizkie Apriansyah,5,2024-07-30 04:16:01,discord is the best app! thanks discord I hope there will be further developments and I hope discord bots are filtered so that discord users don't have trouble. - wallopriz#7223
Antonio Bonaparte Rajagukguk,5,2024-07-30 02:34:25,Aplikasi keren ini.
Imam Rahmat al fitrah,1,2024-07-29 23:13:08,Lelet
abdul hakim adhim,1,2024-07-29 22:40:21,"DC SUKA TROUBLE AKHIR"" INI, cetang cetung muluuuuuu astaghfirullah sng eling discord"
RATU MIYA naga hitam,3,2024-07-29 22:07:36,belum paham dgn apk ini sy kasih 3 bintang dlu ya
Aditiya 12,5,2024-07-29 19:14:20,Ok
Tasya GL,5,2024-07-29 16:56:52,gud
DB Cokro,5,2024-07-29 16:56:39,Very Good
Blackar San,4,2024-07-29 16:46:44,Menu bahasa Indonesia apakah belum tersedia
Teba Samsui,5,2024-07-29 15:40:42,good application
WanNoCounter,1,2024-07-29 15:21:21,Apalah buat register Phone kagak bisa di verify gaje bet. Udah di uninstall masih kagak bisa
Mochamad Reza. 19,4,2024-07-29 15:09:12,okey good
Abay,1,2024-07-29 14:47:38,Kenapa dah susah amat login nya
Bahtiar Ror,1,2024-07-29 14:41:17,lama bet kirim kode nya
Dimn多,1,2024-07-29 13:36:24,"kurang bagus di bagian voice, sering hilang hilang"
Iman Faturahman,1,2024-07-29 13:14:44,mau masuk lupa katasandi susah bangt rating buruk
Iqbal Anas (Iqbal),1,2024-07-29 13:01:44,nomer hp invalid. Chat cs juga ga ada jalan keluar
Vino Ganteng,1,2024-07-29 12:23:43,Fitur nya susah
Iki Saepuloh,5,2024-07-29 12:02:35,Bagus
Arthur Teurupun,5,2024-07-29 11:40:29,Bagus bet
Bungkuz Indomie,5,2024-07-29 11:31:06,good apps
Ridhosap0603,1,2024-07-29 11:04:07,Ga bisa dibuka udh registrasi akun malah terdaftar apa maksud nya aplikasinya tolong diperbaiki
Muflikhul Akmalll,1,2024-07-29 10:52:25,Woi ga bisa login gmn sih?
Muhammad ipbal,1,2024-07-29 10:40:03,Udh login bekali udh susah² tulis alamat imel dan sandi malah gak bisa masuk padahal sandi dan imel udh tepat Tolong bug seperti ini harus segera ditangani
Abdul Rohman,4,2024-07-29 07:59:33,Aplikasi Ini Sangat Membantu
maximus ponsel,1,2024-07-29 07:54:49,"Kebanyakan kena bug login no hp, tolong dong di perbaiki lagi"
fadhil ajaaa,5,2024-07-29 06:41:33,keren banget saya suka saya jadi banyak teman gara gara inii makasih bro
Fadhlan Rasyad Eriawan,1,2024-07-29 05:04:29,bug mulu udh ngelakuin apa aja
Ladys Tan,5,2024-07-29 03:16:15,Mantap
Suprayitno Prayit,5,2024-07-29 01:58:09,Ingin tukar koin dan diamon
Raffa Pratama,5,2024-07-29 01:28:40,😎
Mimipoi poi,2,2024-07-28 22:57:27,Saya kesulitan verifikasi nomor. Tolong jangan dipersulit
Hoshinoka,5,2024-07-28 17:16:59,Omosiroi
Dwi Nugroho,5,2024-07-28 15:18:29,excellent
Rio Febrian,5,2024-07-28 15:10:55,👍
Sank Alank,3,2024-07-28 13:57:38,Bahasa Indonesia tidak bisa ya
ly ly,5,2024-07-28 12:08:49,lumayan nambah temen online
Muhammad Athallahsyah Andya,5,2024-07-28 09:56:00,bangus banget
Aingred,5,2024-07-28 09:48:25,"So cool,but please give me free nitro,i want try:) thank! :)"
Muhamad Zaenal arif,1,2024-07-28 09:29:39,Apalah mau verifikasi malah ga bisa di pencet pas kode nya udh ada minimal di perbaiki lah bug nya
Adelia Rahman,3,2024-07-28 07:01:19,"Ada minusnya, ada plusnya, Simple Gimple POP PIP SKRIM"
baginda radja,5,2024-07-28 06:07:26,mantap
Wardah Wardah,5,2024-07-28 05:44:59,Very good
deni anggara,2,2024-07-28 05:35:18,Kenapa gkk ada bahasa Indonesia
ChryselsEileen Geralldo,5,2024-07-28 05:34:33,Apk nya bagus buat ngobrol online
Haryo Wibisono,1,2024-07-28 04:36:17,"""this interaction failed"" discord kntl"
Novrizal Askhari,1,2024-07-28 04:02:37,"Untuk developer discod sekarang sedikit bermasalah saat berkomunikasi, terkadang saat bicara barengin main game keluar sendiri dari aplikasi...tolong di tingkatkan lagi"
husen wijaya,5,2024-07-28 03:30:47,baru sy cuba semofa bagus
Vichy Sept,1,2024-07-28 03:05:57,Gaada bahasa Indonesia
Viona Guspaleri,5,2024-07-28 02:31:49,bagus
Elva Nita,5,2024-07-28 02:08:31,Bagus untuk berkomunikasi
Frost Diamond Siamgy,5,2024-07-28 02:04:51,Goolg Pey
Min TR,5,2024-07-27 19:49:36,Seru
Ajan Ku (Ajan),1,2024-07-27 18:45:25,Stupid program robot..dont apply again to survey....phuihhhhh
Badril Munir,1,2024-07-27 18:03:28,sering lag
rosie rose lanamia,1,2024-07-27 16:11:59,The players are very mean and evil
Elya Sapriani,5,2024-07-27 16:07:22,bgs bet
Agus Bejo,3,2024-07-27 15:22:17,Pilihan bahasa....
Pintalit Ginting,5,2024-07-27 15:05:40,👍👍
Nurhayati Ati,5,2024-07-27 14:05:27,Mantap banget aku kan main block MAN GO nah aku ga mau top up tapi mau sekin bagus tiba tiba dapat sekin baru gratis permanen lagi
kenzie abyasha harsono,1,2024-07-27 12:23:41,"Maaf saya kasih bintang suatu, karena bug yang selalu ada yaitu ketika ingin mem verifikasi nomor padahal sudah masukkan kode tetap tidak bisa.... Tolong diperbaiki"
T Rex,1,2024-07-27 11:56:03,Bad
Goval Mhtra,1,2024-07-27 11:46:11,Susah login
Mici Majesty,2,2024-07-27 09:24:14,Aplikasi nya saat login ada bug.yaitu gak ada akun google ku padahal udah ketempel di tulisannya
Kadek Bayu,5,2024-07-27 09:18:26,Kau memang terbaik man
Bang Irtiza,1,2024-07-27 09:09:44,bagus sekali
Teguh Drajat,1,2024-07-27 06:31:09,buruk ribet verife nomber
Gene Fris,1,2024-07-27 06:29:50,"Tidak bisa login,register disuruh verifikasi terus gak akan selesai verifikasi nya"
yo gurt,4,2024-07-27 06:16:03,kok sekarang gaada notif muncul ya pas buka apk nya? pdhl udah aktifin notifikasi
Qnayla Ginanjar arsy,1,2024-07-27 05:41:41,Sumpah mau log in aja gabisa udh di kasih email nya malah gabisa padahal udh bener
M. Hanifan Ar rafi,2,2024-07-27 04:04:16,"Halo untuk pembuat aplikasi tolong di perbaiki bug yang buat gak bisa buat akun dari duluu tahun 2021 an kalo gak salah pas dah di akhir ada kata kata ""UNABBLE TO REGISTER"" tolong di perbaiki bugnya jadi gak bisa buat akun"
3. Ahmad Ramzi,1,2024-07-27 02:38:19,"My account got banned for unclear reasons, I have tried to submit the issue and explained it in such a way that it turned out to be useless, it was rejected outright, indeed this discord is strange."
RAJA,5,2024-07-27 02:21:22,Bagus bgt kalo di game kayak gta rp
Henky bong,1,2024-07-27 00:00:15,Bad
Adib Rivaldi,1,2024-07-26 21:28:19,no telp verif gabisa terus udah 5 tahun
RAFFI 22,1,2024-07-26 17:59:22,dc butut
GanGrap more,1,2024-07-26 17:39:31,Cannot operate while in the application
Rhazak Alghani,2,2024-07-26 16:23:38,Update doang bug GK di urus
I don`t now,5,2024-07-26 16:15:48,"Tambahin bahasa Indonesia karena itu sangat bermanfaat bagi oarang indonesia yang tidak bisa berbahasa asing, tolong tambahin bahasa Indonesia 🙏🏻"
medboy24 Fauzi39,1,2024-07-26 15:34:17,Mohon maaf ini untuk deviloper tollong ko sya log'in code log'in nya gk kluar kluar ya :(
Vinoadriansyah,1,2024-07-26 14:52:35,Login dc kek mau ngehack data anjg
Michael Bagaskara,1,2024-07-26 14:40:03,Instal ulang matamuuuu anjjjjj discord semenjak update makin gak beres anehhhhhh moga aja ada aplikasi baru yang bisa menggantikan aplikasi iniii 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕
Nero -,3,2024-07-26 13:02:07,"Notifikasi discord punya saya kok sama ya suaranya kayak notifikasi sistem, pdhl dulu bunyinya beda dgn ciri khas apk discord itu sendiri"
Awwsopansantun,5,2024-07-26 12:28:05,"Thank you, well for the free nitro too,"
HAFIZH Gibran,5,2024-07-26 12:08:25,Suara apa suara bunnyi apa tana enbalga
Cloud,5,2024-07-26 11:45:01,Devs cooking🔥🔥🔥
Akhmad Muhajir Zidani,3,2024-07-26 11:27:02,"Banyak bug, kadang ngezoom otomatis"
Rex Gming raja,5,2024-07-26 10:46:18,"bagus dan keren, bisa bermain, alhamdulillah sudah verified"
Naida Mashil,2,2024-07-26 10:22:28,"Sorry, Discord, most people are uncomfortable with entering via links, especially Roblox. As a mobile user, I am also uncomfortable because I don't enter to roblox directly, but via Play Store or Google Chrome. Please once again fix the link."
Daffa Febryan,5,2024-07-26 07:37:40,Kelas
Pito Tempest,1,2024-07-26 07:18:00,"MINIMAL PERBAIKI SUARA NYA, TBTB SUKA GADA SUARA MASUK KE ORNG LAIN, TAPI SUARA ORG LAIN MASUK KE KITA, CIH MENDOKSAI"
Rizky Saputra,5,2024-07-26 06:43:47,keren dan gampang untuk berkomunikasi dengan orang luas seperti negeri luar
Azzam Diba,1,2024-07-26 06:42:56,"Ini kenapa saat saya membuat akun memakai email tetapi malah keluar tulisan ""UNABLE TO REGISTER"" tolong di jawab"
Yasid Ilmi,1,2024-07-26 05:52:06,Gabisa login pdhl udh bener masukin no wa tapi gak bisa tolong di perbaiki
Gacautel,5,2024-07-26 05:40:22,good
Huzen 555,5,2024-07-26 04:18:43,Sangat menarik dan memudahkan mengobrol
Faithful Chloe Kasenda,5,2024-07-26 02:11:50,MANTAP CUY
Andre Win,5,2024-07-26 00:50:41,Tingkatkan lagi Min👍
Kaori Cicak,5,2024-07-25 23:19:27,CAN YOU ADD INDONESIA
Indra Lesmana,3,2024-07-25 22:52:17,tolong di kasih bahasa indonesia
Ali Andalusi,1,2024-07-25 21:07:39,"damn, why do I want to log in again and it always fails so annoyingly"
徳yua san,2,2024-07-25 19:44:02,Woiiii gua mau register susah amattt anjir
Keisha Zahira Nafisa,1,2024-07-25 16:04:35,"AKUN SAYA HILANG!,PADAHAL SAYA UDH BUAT PASSWORD NYA,TAPI PAS SAYA COBA GABISA"
I Made Suprawan,4,2024-07-25 15:59:20,good
Cindy Aulia putri,5,2024-07-25 15:00:01,"Aplikasinya sudah bagus, tpi kalau bisa tolong di tambahkan bahasa Indonesia karena orang Indonesia juga banyak yang menggunakan discord dan jika di tambahkan bahasa Indonesia mungkin akan mempermudah pengguna baru yang ingin menggunakan discord, sekian terima kasih"
Tyyf,4,2024-07-25 14:42:20,"Discord jelek, gk nasionalis, gk ada bahasa indonesia"
Nenden Indah Lestari,5,2024-07-25 13:45:39,"best deh, aku pake biasanya buat mabar sama temen, kita suka tlp-an di discord soalnya gampang dan ngga repot, biasanya kalo di apk sebelah suka lag & layar mati² gajelas, sekian."
Rizky Manik,2,2024-07-25 12:01:35,"Bikin aplikasi Jan Baperan napa bg, masa baru ku hapus sekali gak bisa login lagi akunya"
Trinanda,1,2024-07-25 07:46:55,Apk gajelaa
Sintong Situmorang,1,2024-07-25 07:17:14,Jelek amat gua download cuma karena claud moon aja
Rezky Muh17,5,2024-07-25 01:50:36,mantap
HUJAN Deskripsi,1,2024-07-24 21:47:51,Setiap kali di download pasti langsung gagal di sekitar 50 persen udah di coba di hp lain sama aja
adli yaafi,1,2024-07-24 21:27:20,banyak bug
Dans Pradans,1,2024-07-24 15:51:13,susah bgt buat login yg lupa sandi
Random Mail,5,2024-07-24 15:36:01,Good
Agatha Christie Jayatri,1,2024-07-24 15:24:16,i hate you l
Eko Herawan,1,2024-07-24 15:24:08,"Tak bermutu, jelek, payah"
Luthfi Umar,5,2024-07-24 14:52:15,useful
Triyatno,5,2024-07-24 14:33:09,Discord semoga tetap jaya selalu
Kamila mawaddah,1,2024-07-24 13:16:53,"Susah banget sih buat login nya, padahal semua udah bener tapi kenapa salah yah. Tolong di perbaiki yahhh"
F.A.Reikinawa,1,2024-07-24 13:10:48,suara mengecil
Bintangimut,1,2024-07-24 12:21:38,KENAPA EMOTNYA JELEK BGT HARUSNYA KAYAK AIPON KEK EMOT HP ADVEN KUKASIH BINTANG 1
Lisa Lisa lisa,1,2024-07-24 12:18:06,tidak bisa login
Erik f,1,2024-07-24 10:46:11,Aplikasi gk jelass sdh di masukin semua akun gk ada yg bisa udah di verifikasi masih juga gk bisaa tolol
Hafidz,3,2024-07-24 10:33:49,"okelah apknya, cmn banyak bug kayak suara video yang masih ada saat keluar dari discord, terus gambar besar sama kepotong, ada blue bar tanpa kata diatas chat, terus juga uinya kurang oke lebih enakan yang lama."
Jackey_Playz,5,2024-07-24 09:59:10,This is just an app i needed
Toni,1,2024-07-24 08:52:52,Bahasa Indonesia Please..
Kyifava Ahmad,1,2024-07-24 08:11:18,Kode udah benar tapi tidak bisa login mohon benarkan
Azril tirta,5,2024-07-24 07:05:12,GOOD JOB MANTAP
Ahmad Rizqi,3,2024-07-24 00:21:47,Sumpah ini mau liat id discord nya di mana... Liat tutor aj suruh nyari behavior pas buka app malah gda behavior
Legina Maharani,1,2024-07-23 22:56:03,Game apaan makin lemot loading mulu ampe kesal kian hari ini game kian menyebalkan
Bahari el ahya,1,2024-07-23 21:23:55,"Ya kali wajib donlot, payah"
zenn ebew,2,2024-07-23 18:58:19,tidak ada bahasa Indonesia
Deva Juliana,5,2024-07-23 16:35:38,ok
Gilang Sandi,1,2024-07-23 15:54:33,satu aja emang pantas nya 1
Jovan Jovan,1,2024-07-23 15:09:18,Kenapa aku gak bisa login
dmaz purwo,5,2024-07-23 12:21:36,so cool 👍👍👍👍
Mega Yesi,1,2024-07-23 12:16:54,Burik login dulu anj kntl
Muhammad Najieb,5,2024-07-23 11:55:19,Bagus rekomendasi
RAFI KHOERUL ANAM Rafi,5,2024-07-23 11:30:43,"Mantap we we dapat map banyak aku dari aplikasi ini, soalnya aku main game polyfield. Yang jelas bagus lah ni aplikasi gw kasih bintang 🌟🌟🌟🌟🌟"
Moonton Kupie,1,2024-07-23 09:55:35,aplikasi versi sekarang sangat berat untuk device saya device saya saat ini Samsung Galaxy A23
Najwa F,1,2024-07-23 09:02:17,ni apk susah bgt buat login 😡
Lord Mamanks,1,2024-07-23 06:39:22,Mau verify phone udah masukin nomor tinggal masukan code tapi saat code dimasukkan selalu invalid jadi bingung kamu kasih code tapi kamu bilang salah 🤦
Maruf Hidayat,5,2024-07-23 02:35:41,sungguh sangat-sangat membantu kita dalam mengobrol
Uki Ida,1,2024-07-23 01:37:24,Udh login tapi ga bisa mau register ga bisa saya kecewa
Mohammad Firdausy,5,2024-07-22 22:23:13,"good, no crash, nothing specials, Neutral"
Rahman Regenda,5,2024-07-22 20:30:41,"sangat bagus!, komunitasnya ramah sekali!"
topan puradireja,5,2024-07-22 18:25:06,Delicious yummy
Ketra,1,2024-07-22 15:40:30,Kenapa gabisa login. Nunggu kode verifikasi lama ga muncul 2 gajelas
NINO Bintang,5,2024-07-22 15:35:26,gg adik²
Mr Cai,1,2024-07-22 15:26:03,"terlalu banyak pembatasan, seperti pesan grup hanya bisa dilakukan sekali setelah harus cooldown dalam waktu yg cukup lama. jadi ini aps no rekomend"
joe alvin,1,2024-07-22 15:23:27,Cant voice
Jihan Susilawati,1,2024-07-22 14:45:49,"Kenapa berulangkali daftar pakai email gagal terus "" email di nonaktifkan"" gajelas bgt"
Noval Radja,4,2024-07-22 14:16:48,Aplikasinya bagus tapi sayangnya tidak bisa menghapus server yang kita buat sendiri
Borosz Marlley05,5,2024-07-22 14:00:55,nice game
Bentar Ashari,1,2024-07-22 13:54:48,Sangat jelek banget
Shella Ayuningtiyas,1,2024-07-22 13:44:32,Didnt get code. Please fix it asap... I cant change my password🥹
Bg Bg,5,2024-07-22 13:25:55,Find a fun person:)
M Aldiansyah,4,2024-07-22 13:24:14,Tolong min kenapa saya kok gak bisa very phone ya? Pada banyak yang tidak bisa very phone juga
Berstein Parsaulian,5,2024-07-22 12:50:27,Ternyata kemaren HP saya yang terlalu jadul
Juvketoprak,5,2024-07-22 11:20:34,bisa dpt kawan baru loh
Zhafar zaki abdillah,1,2024-07-22 10:45:02,Kalo bisa saya kasih bintang 5
Rapaa,5,2024-07-22 10:17:26,good apk
Ngatiem Ngatiem,1,2024-07-22 08:27:00,sering mati saat sendang di gunakan
Cuday Opsional,1,2024-07-22 08:09:05,Aplikasi nya ngebug udah bener malah gak bisa
Achmad Zaky,1,2024-07-22 07:46:55,Bagusya bagus minimal benerin tuh bug nya kocak
`R`,1,2024-07-22 05:17:44,Ga bisa login² nih anjir :v
Siti Annur,1,2024-07-22 05:01:59,"Ga ngerti sama aplikasinya, gaada bahasa Indonesia nya..."
Shalom Moningka,5,2024-07-22 04:38:20,Mantap
Ary Ilham03,3,2024-07-22 03:45:04,ngk ada bhs Indonesia nya
Rio aldi viliyo,5,2024-07-22 00:51:07,Semoga bermanfaat
Gibran Nugraha,4,2024-07-22 00:37:49,Tempat ya download situs game ps3 lebih mudah
Fe,1,2024-07-21 23:36:18,so many stupid bugs in the app that i cant fit inside this comment
Aa,1,2024-07-21 18:48:13,Apk taii
luqman hakim (indoluxmart),5,2024-07-21 18:26:16,👍👍👍👍👍😊
permata golf,1,2024-07-21 17:15:56,Game poker ga bener
Rentina Butar Butar,1,2024-07-21 15:37:02,"makin kurang bagus, padahal udah masukin kata sandi yang benar sama Gmail ,gak bisa login"
Kusuma,5,2024-07-21 15:29:14,Nome
rasya soto,2,2024-07-21 14:07:44,tolong kasih bahasa Indonesia
Rasyad Ganteng,1,2024-07-21 12:43:41,Your apk is bad
Audrey,5,2024-07-21 11:46:19,sangat bagus
Raifan fahlevi Ganteng,1,2024-07-21 11:11:12,Banyak banget bug buat masuk tolong diperbaiki secepatnya developer kebanyakan bug jadi saya kasih bintang 1 kalo bisa setengah saya kasih setengah dah
Sefitra Vemas rianto,1,2024-07-21 10:33:09,Ini saya tidak bisa login padahal email dan password nya benar pakai nomor hp juga tetep gak bisa tolong perbaiki
Sri Wahyuni,2,2024-07-21 09:48:02,"Tolong, tambahkan bahasa INDONESIA 🇲🇨🇲🇨🇲🇨"
Tam Tama,1,2024-07-21 09:31:39,tutor login discord pake akun gua sendiri..... apalah ga bisa login akun sendiri..lawak bet ni apk
Muhammad Hanif Dhofir,5,2024-07-21 08:27:21,good
Fita Nahdiatul,1,2024-07-21 07:42:59,knpa gak bisa di install keterangannya tertunda terus padahal buat install apk lain bisa cepet
M .Dzulfikri,1,2024-07-21 07:12:30,udate gk di update sama aj mau msk susahnya minta ampun gk bermutu jlk padahal byk yg makek nih apl
Dimas Akbar,5,2024-07-21 06:09:59,Game baik
Mini asmayawati,5,2024-07-21 05:03:39,Well played
Alvin Pratama,1,2024-07-21 04:30:27,DISCORD BABI MASA LOGIN GA BISA PADAHAL EMIL SAMA SANDI NYA DAH BENER APLIKASI DAJAL
Abell Lado,5,2024-07-21 04:16:47,good job
Mutiara Neilasalsyabila,1,2024-07-21 04:02:51,"Login nya susah banget, selalu invalide number"
Muhamad Farhan,1,2024-07-21 03:30:11,Aplikasi ngentod
Erfahi,1,2024-07-21 02:18:35,Tolong perbaiki bug saat saya ingin memverifikasi security code tidak bisa
gusti prabu krista,1,2024-07-21 00:43:08,ngelag
HERU HERWANTO HERU HERWANTO,2,2024-07-20 21:57:32,hapus
Komang Geisya,1,2024-07-20 21:51:32,This application is full of bugs regarding emails and passwords
Iqbal Abdul Majid,1,2024-07-20 19:40:23,Worse ui ever
CupU _GaminG,5,2024-07-20 19:26:09,good
Ardi Cartney,1,2024-07-20 18:04:58,"Apk ga jelas mau login susah bgt padahal akun ama pw ny dah bener malah ga bisa mana pas udah ganti pw masi ga bisa aneh mending bagusin di login jan di laen"" login ny dlu di permudah"
ibrahim mahmud,5,2024-07-20 13:41:11,Oke.. Dan sangat membantu untuk diskusi game the godfather family dinasty
Riski _Gumilar,5,2024-07-20 12:01:01,mantap
Nursila Indra jaya,1,2024-07-20 12:00:05,Parah gak bisa login
ijal Ijalweuuu,5,2024-07-20 11:53:39,mantap
La Caddung,2,2024-07-20 06:49:51,Banyak bug
Raffasyaadkieanu Kurniawan,5,2024-07-20 01:30:03,Aplikasinya bagus
Mangak Ng,1,2024-07-19 23:38:35,I can unlock 😡😡😡😡
Siti Ropiah,3,2024-07-19 22:11:24,Ini Kenapa Channel Lain Gk Ada Ya
FERDY BSTRD,1,2024-07-19 21:57:19,"Apk nggak jelas Bikin akun aja gagal terus, ngawur emang nih apk"
Siti Rahma,1,2024-07-19 19:58:03,Lol apk gg
Pandu Ardiansyah,1,2024-07-19 17:40:47,Ini aplikasinya bug atau apa soalnya pengen masukin no hp terus kirim code tapi Uda pencet pencet malah kagak jelas mohon di update nya
Viaaja Via,1,2024-07-19 17:15:56,"Apalikasi gajelasss, sebelumnya udah log in bisa, giliran mau log in lagi malah kaga bisa, tingkatinn dong"
Abuu17 Official,1,2024-07-19 16:05:27,Bikin pusing masuk aja gabisa
Rux,1,2024-07-19 14:40:53,Discord sekarang ngelag parah ga kek dulu
Maulana Official,1,2024-07-19 13:18:13,"Kenapa tiba tiba suara ilang kalo lagi telponan,aku kasih bintang 1 karena ada kekurangan"
Mochfitrah Alkatiri,2,2024-07-19 13:17:29,"Entah kenapa waktu mau mengirim chat,gambar sangat susah pleaseee discord bugnya ambyaar 😥😥"
Danish,5,2024-07-19 13:05:29,sangat bagus untuk mengetahui informasi dan komunikasi
Fariskuangga Angga,5,2024-07-19 12:16:14,"it's good and efficient, you can communicate with other people in another country like Chinese, Filipino , Amerika, and other countries there"
Assagaf Teapon fahmi,1,2024-07-19 10:48:19,payah
Gibson Husky,5,2024-07-19 10:16:26,VERY GOOD KEEP IT UP!
Riski Setiawan,4,2024-07-19 09:16:17,thank you for adding discord shop for mobile user
Alfeo Setiawan,4,2024-07-19 09:15:38,good
adit‽,3,2024-07-19 07:09:15,"Mohon tambahkan fitur android/IOS untuk bisa merekam suara saat merekam layar di handphone 🛑〰️🛑 soalnya saya sangat kerepotan ketika recording harus pakai bot Craig mulu untuk merekam suara didiscord apalagi waktu ngepasin suara nya andai aja bisa merekam langsung keduanya saat live juga sama pas aku live di tiktok sambil discord an di handphone ku viewer ku bilang stream ku suaranya ilang itu gara gara ku stream sambil discord an jadi yah itu aja curhatan ku sekian, semoga bisa di perbaiki👋"
ZuzzYs Diva,5,2024-07-19 06:40:24,Perfect app for Making Group
Baron Manh,1,2024-07-19 06:11:45,Aplikasi apaan ga bisa masuk masuk sandi salah sandi salah ribet lu minn
Dika Dwi,1,2024-07-19 05:37:44,"Padahal nomer hp belom di link , tapi tiap verifikasi selalu ada tulisan ""An existing discord account is already this number."" Padahal ini akun sama yg cuman gak sengaja kehapus no hp saat gagal login di PC. (Gara2 Bug invalid login) Cuman pengen balikin nambah nomer hp lagi aja gagal terus. Cara hapus nya gimana coba kalo nomer nya aja bahkan gak terhubung ke akun discord mana pun. Tolong di benahi banyak invalid nya saat login , nambah nomer hp dan verifikasi nya. (Udah nyoba dari pc dan hp)"
Yudha nama,5,2024-07-19 04:03:36,Ok mantap langsung dibenerin
Rommy,1,2024-07-19 01:59:20,aplikasi nya ribet bngt.tetlalu bnyk pilihan utk bs mengedit poto.kebayakan ga bs d mengertinya. pko nya ribet bngt deh 👎👎👎
Gilang Badruz Zaman,1,2024-07-19 01:51:29,Bug ga bisa pencet kemana mana aneh ni apk
My Name Is,5,2024-07-18 23:42:20,Sudah bekerja dengan baik dan lancar tanpa kendala apalagi Bug Min.. 😊 Saya lupa menonaktifkan versi pengembang di perangkat saya saja. Terimakasih
MOH ALAMSYAH,5,2024-07-18 23:34:02,ok
Chaerunnisa Arsat,4,2024-07-18 21:22:55,nomor telepon kodenya nggak bisa
Putri Namira,1,2024-07-18 19:04:01,"Ayolahhh aku udh pake sandi akun sampe email pun dibilang gk sah sah mulu, gw sampe rela hapus akun dc gw buat bikin dc lagi dibilang gk sah juga, pie iki loh wong bikin tantrum aja taikkkk"
Large,1,2024-07-18 18:53:42,Apk jelek
Zeck Cross,5,2024-07-18 17:14:56,"banyak bugnya anj, minimal bikin apk itu yang niat"
Danang Apps,5,2024-07-18 15:42:11,Bug ngeframe frame di device itel p55 5g🙏mohon solusinya
Sultan Aljabbar,1,2024-07-18 15:27:24,Benerin tuh aplikasinya gw mau login susah banget udah bener juga no sama pasword nya Apk sampah
GUNIME,1,2024-07-18 15:03:36,Aplikasi sampah
Brandon Zw2010,1,2024-07-18 14:59:23,Register bisa 3 jam bjir
